Bedrooms,Price,Number_of_reviews,Reviews_per_month,Rating
3,432,17,0.22,4.88
1,138,204,2.5,4.83
1,194,1,0.01,5
3,292,80,1,4.83
1,163,97,1.22,4.85
1,35,170,2.09,4.89
3,147,75,0.94,4.24
2,236,81,1.14,4.24
4,328,164,2.01,4.69
3,432,114,1.43,4.73
2,217,86,1.1,4.26
1,54,110,1.4,4.69
3,391,69,0.88,4.77
1,23,6,0.08,4.33
3,248,129,1.7,4.73
2,197,106,1.42,4.62
6,750,1,0.01,4
2,174,117,1.44,4.78
1,214,238,2.92,4.78
2,196,143,1.88,4.8
1,18,64,0.92,4.52
1,30,3,0.04,4.67
3,250,25,0.31,4.64
3,156,135,1.7,4.37
3,479,60,0.74,4.65
3,200,250,3.07,4.63
1,68,289,3.74,4.84
2,180,168,2.06,4.83
2,68,72,1.13,4.49
2,231,21,0.28,4.95
2,277,70,1.09,4.76
1,81,86,1.06,4.44
1,84,149,2,4.95
1,50,22,0.27,4.32
1,85,71,0.89,4.73
4,190,105,1.32,4.47
1,59,52,0.64,4.79
1,43,1,0.02,5
2,139,160,1.98,4.76
2,210,86,1.1,4.72
1,34,4,0.05,4
3,228,222,2.73,4.78
5,229,137,1.72,4.75
1,32,16,0.23,4.56
3,85,14,0.18,4.54
3,263,112,1.5,4.68
2,190,56,0.71,4.74
3,308,87,1.07,4.57
1,25,20,0.25,4.9
7,570,51,0.77,4.25
4,433,27,0.43,4.63
1,89,20,0.25,4.68
3,181,220,2.7,4.75
2,300,107,1.32,4.86
3,295,185,2.41,4.71
1,105,170,2.1,4.64
4,85,6,0.1,4.33
4,151,187,2.3,4.75
2,45,2,0.03,5
2,200,4,0.05,3.5
1,44,205,2.52,4.49
4,1000,36,0.46,4.86
1,166,17,0.21,4.59
4,321,8,0.1,4.5
2,160,132,1.62,4.59
2,96,281,3.45,4.85
3,243,216,2.67,4.47
1,85,20,0.26,4.7
3,273,73,0.93,4.82
2,457,1,0.03,5
2,457,5,0.07,5
2,457,4,0.05,5
3,64,5,0.08,4.75
1,46,164,2.06,4.82
3,40,1,0.33,3
3,120,80,1.02,4.73
2,348,115,1.48,4.82
3,273,237,3.03,4.51
1,34,32,0.39,4.58
1,38,49,0.65,4.52
2,55,19,0.24,4.83
3,180,2,0.03,4.5
2,275,60,0.82,4.83
1,58,34,0.42,4.91
2,200,3,0.07,3.67
2,91,22,0.28,4.86
2,150,201,2.47,4.9
1,170,132,1.66,4.54
3,71,1,1,1
1,117,130,1.7,4.2
2,44,9,0.12,4.25
2,49,8,0.1,4.57
3,194,230,2.89,4.68
2,50,8,0.11,4.75
2,55,25,0.31,4.83
3,158,194,2.44,4.9
1,44,140,1.76,4.17
1,30,29,0.36,4.79
3,247,308,3.8,4.73
1,120,1,1,5
1,173,147,1.82,4.53
3,103,246,3.07,4.5
2,50,12,0.15,4.25
4,110,324,4.04,4.54
3,47,18,0.22,4.17
4,110,331,4.14,4.55
1,70,21,0.26,4.89
1,43,37,0.46,4.86
3,157,188,2.36,4.8
2,161,81,1.06,4.6
2,200,92,1.13,4.34
3,220,64,0.81,4.68
2,241,63,0.79,4.33
3,206,99,1.41,4.65
1,48,60,0.75,4.77
3,224,194,2.43,4.82
1,42,37,0.46,4.78
1,130,167,2.12,4.31
1,114,6,0.08,5
2,57,6,0.1,4.17
4,248,107,1.35,4.44
2,210,100,1.34,4.71
3,175,156,2.01,4.52
3,10,26,0.33,4.19
1,267,142,1.84,4.96
1,146,52,0.65,4.56
1,110,60,0.75,4.72
1,51,69,0.87,4.84
4,255,173,2.2,4.48
3,99,4,0.05,3.5
2,69,128,1.6,4.8
2,129,310,3.88,4.71
2,241,203,2.62,4.83
2,264,133,1.7,4.49
2,46,17,0.21,4.38
2,188,141,1.77,4.67
1,53,22,0.28,4.73
2,213,383,4.8,4.79
1,36,107,1.41,4.78
5,583,84,1.06,4.75
3,175,190,2.38,4.66
4,69,3,0.04,4.67
2,420,145,1.81,4.98
2,151,251,3.17,4.7
1,37,116,1.47,4.78
2,80,8,0.1,5
5,50,21,0.26,4.6
1,57,6,0.09,3.8
2,279,42,0.53,4.67
2,166,193,2.54,4.63
3,184,226,2.92,4.82
1,211,56,0.7,4.95
1,18,8,0.11,4
2,50,13,0.17,4.62
1,50,21,0.27,4.68
2,150,6,0.08,4
3,304,165,2.08,4.81
2,457,6,0.08,5
2,457,4,0.06,5
2,457,3,0.04,4.67
3,191,177,2.25,4.8
2,160,239,3.01,4.26
3,191,36,1.12,5
1,43,12,0.17,4.58
3,214,117,1.47,4.77
2,144,228,3.29,4.83
1,40,66,0.84,4.24
1,28,10,0.13,4.8
3,62,121,1.54,4.71
1,75,247,3.16,4.8
2,390,73,0.93,4.9
3,201,85,1.12,4.46
4,108,311,3.96,4.46
1,39,22,0.28,4.59
2,65,13,0.17,4.77
4,180,70,1.07,4.64
1,159,162,2.06,4.6
1,40,12,0.16,4.91
1,55,20,0.32,4.75
1,70,7,0.09,3.43
3,424,5,0.07,4.6
1,126,299,3.78,4.83
3,174,68,0.89,4.46
2,286,7,0.11,4.5
1,81,72,0.93,4.93
1,72,3,0.04,5
3,163,51,0.8,4.62
2,214,177,2.29,4.54
2,225,194,2.48,4.62
1,30,33,0.43,4.82
2,400,21,0.33,4.43
2,192,100,1.27,4.28
1,91,170,2.21,4.89
3,450,15,0.2,4.47
3,279,47,0.62,4.28
1,150,84,1.08,4.87
2,272,5,0.07,5
1,43,24,0.33,4.58
4,650,46,0.6,4.59
2,150,22,0.28,4.33
1,65,31,0.46,4.94
1,39,165,2.11,4.88
1,39,12,0.15,4.91
4,214,1,0.91,4
2,100,31,0.4,4.55
3,59,8,0.1,4.71
5,298,187,2.41,4.73
1,37,11,0.15,4.91
2,90,99,1.27,4.79
1,44,82,1.07,4.74
3,53,2,0.03,5
2,70,1,0.01,4
1,51,211,2.67,4.29
1,25,28,0.37,4.59
3,213,136,1.75,4.7
1,318,126,1.61,4.84
3,219,248,3.18,4.89
1,40,166,2.15,4.85
2,316,93,1.2,4.77
1,25,81,1.04,4.69
1,23,65,0.83,4.58
1,48,61,0.78,4.62
3,163,163,2.1,4.75
3,259,139,2.08,4.9
5,650,32,0.5,4.81
2,220,51,0.7,4.48
1,81,245,3.15,4.82
2,143,71,0.91,4.47
1,78,261,3.36,4.82
1,256,13,0.18,4.77
1,38,6,0.08,3.8
1,81,101,1.33,4.97
1,55,25,0.32,4.96
1,40,96,1.24,4.72
3,281,87,1.14,4.82
1,339,9,0.24,4.89
1,70,168,2.2,4.5
2,140,88,1.21,4.69
4,400,6,0.14,5
1,64,2,1.46,4.5
1,61,7,0.21,4.86
1,59,11,0.33,4.45
1,51,23,4.89,4.22
1,35,11,0.15,4.82
2,85,3,0.73,5
1,43,191,2.48,4.47
3,336,161,2.12,4.94
4,491,32,0.42,4.53
1,140,29,0.39,4.83
1,75,229,2.97,4.62
1,144,209,2.79,4.83
2,550,30,0.41,4.57
3,250,19,0.35,4.84
3,273,123,1.6,4.78
2,139,138,1.83,4.37
3,280,53,0.68,4.87
2,180,108,1.42,4.8
1,75,266,3.42,4.79
2,167,87,1.16,4.74
4,650,25,0.35,4.52
2,225,224,2.89,4.97
3,188,97,1.29,4.51
2,241,163,2.11,4.66
4,200,204,2.66,4.74
1,278,218,3.02,4.93
4,145,2,0.03,4.5
1,50,93,1.21,4.42
3,139,186,2.42,4.53
2,50,4,0.05,4
2,50,3,0.06,4.33
3,44,1,0.02,4
2,109,23,0.3,4.48
3,427,113,1.5,4.84
1,43,125,1.63,4.71
2,116,242,3.13,4.89
1,20,45,0.59,4.49
3,242,209,2.75,4.56
3,144,203,2.71,4.8
1,193,159,2.1,4.41
3,182,109,1.49,4.49
2,150,263,3.39,4.75
3,330,114,1.49,4.42
5,790,36,0.47,4.86
4,790,67,0.88,4.96
1,98,13,0.17,4.62
3,399,37,0.49,4.49
3,299,101,1.36,4.87
3,244,119,1.57,4.95
2,270,224,2.92,4.95
1,49,3,2.09,5
3,250,5,0.1,4.4
4,231,133,1.72,4.64
2,150,205,2.7,4.8
1,34,73,0.95,4.76
1,54,14,0.19,4.21
1,152,251,3.39,4.92
1,39,234,3.07,4.77
3,142,45,0.66,4.8
2,216,82,1.08,4.41
3,130,153,2.01,4.8
4,392,57,0.79,4.86
1,61,225,5.29,4.83
3,185,243,3.17,4.74
2,159,86,1.14,4.41
3,330,14,0.23,4.57
1,31,153,1.99,4.67
1,219,204,2.74,4.51
3,375,58,0.83,4.71
3,300,52,0.71,4.68
4,394,59,0.78,4.71
2,295,56,0.77,4.75
2,241,12,0.16,4.67
3,204,7,0.09,4.86
2,70,15,0.2,4.33
1,33,48,0.63,4.54
1,50,217,2.85,4.89
1,55,228,3.02,4.82
1,55,132,1.78,4.77
1,70,169,2.23,4.91
3,226,40,0.53,4.66
1,68,6,0.08,4
1,359,7,0.09,4.33
1,559,8,0.11,4.71
1,56,76,1,4.33
1,45,322,4.22,4.53
1,42,25,0.33,4.42
1,166,7,0.1,4
1,33,53,0.7,4.68
2,221,245,3.23,4.67
1,100,82,1.08,4.99
1,60,28,0.38,4.75
1,91,268,3.51,4.7
1,80,16,0.22,4.88
3,141,181,2.39,4.4
1,21,6,0.08,4.67
2,117,122,1.61,4.96
1,30,443,5.81,4.8
3,359,73,0.96,4.66
1,210,153,2.04,4.78
3,285,36,0.49,4.92
2,267,232,3.1,4.97
1,20,6,0.08,4.67
2,139,124,1.63,4.79
1,37,166,2.21,4.77
1,57,9,0.15,4
1,50,30,0.4,4.57
1,40,110,2.17,4.77
2,149,70,0.93,4.24
1,102,65,0.86,4.48
1,25,274,3.6,4.91
1,35,70,0.93,4.61
1,159,396,5.58,4.64
3,241,74,1.21,4.7
2,98,3,0.05,5
1,17,3,0.04,3
2,550,231,3.04,5
1,75,4,0.19,4.5
2,174,196,2.95,4.92
2,85,7,0.09,5
2,70,6,0.11,3.33
1,60,46,0.61,4.72
1,46,149,1.96,4.92
1,139,55,0.73,4.76
2,210,211,2.84,4.69
2,209,86,1.18,4.77
2,210,158,2.09,4.65
2,115,22,0.3,4.81
2,210,205,2.71,4.74
3,259,35,0.46,4.6
1,100,44,0.59,4.43
1,36,31,0.42,4.81
1,69,130,2.34,4.88
1,100,14,0.19,4.86
5,569,59,0.82,4.76
1,65,25,0.34,4.88
1,30,53,0.71,4.77
4,468,44,0.62,4.8
4,468,37,0.7,4.76
2,129,2,0.03,3
3,431,5,0.07,4.2
1,100,117,1.55,4.54
2,286,37,0.7,4.59
6,569,86,1.19,4.81
2,277,4,0.08,4.25
1,24,12,0.18,4.83
4,140,79,1.05,4.46
2,115,9,0.12,4.5
1,43,146,1.96,4.67
1,36,3,0.05,4.33
2,224,63,0.84,4.71
4,570,116,1.57,4.89
3,66,3,0.04,3.67
2,117,80,1.11,4.65
1,203,57,0.76,4.91
1,125,103,1.42,4.65
2,151,75,1.04,4.68
1,75,383,5.09,4.58
1,133,90,1.22,4.59
1,57,7,0.1,4.25
1,47,208,2.79,4.71
1,36,3,0.04,4.67
1,100,65,0.86,4.77
2,110,5,0.08,4
1,100,1,0.08,3
2,277,4,0.1,4.25
3,76,14,0.19,4.21
1,242,108,1.49,4.87
1,212,11,0.24,4.45
2,20,72,0.98,4.67
1,212,14,0.35,4.64
1,40,11,0.15,4.7
1,110,2,0.19,4.5
2,277,15,0.29,4.73
2,129,6,0.08,4.83
3,431,81,1.24,4.78
1,42,3,0.04,5
1,44,12,0.16,4.22
3,173,2,0.16,5
3,186,3,0.05,4.67
1,39,102,1.38,4.61
1,150,19,0.26,4.74
1,60,19,0.25,4.11
4,468,54,0.74,4.8
6,230,4,0.12,5
2,250,196,2.77,4.62
1,138,233,3.14,4.57
1,65,6,0.14,5
2,399,63,0.84,4.94
2,256,9,0.13,4.78
1,112,267,4.24,4.49
3,90,117,1.58,4.56
4,80,17,0.23,4.41
4,236,273,3.65,4.52
1,55,266,3.58,4.98
4,458,17,0.25,4.65
1,31,12,0.16,4.33
1,42,59,0.79,4.53
1,100,18,0.25,4.83
1,60,152,2.04,4.82
2,183,136,1.9,4.84
4,90,86,1.15,4.64
1,84,55,0.76,4.73
1,55,65,0.87,4.82
1,72,4,0.05,4.5
1,26,254,3.38,4.76
1,33,50,0.68,4.58
1,45,11,0.15,3.89
2,173,4,0.08,5
1,35,42,0.57,4.43
1,78,148,2,4.94
1,35,68,0.92,4.6
3,85,11,0.2,4.82
2,173,3,0.1,3.67
1,30,81,1.12,4.98
1,93,152,2.05,4.44
1,76,73,0.99,4.42
1,28,20,0.27,4.68
2,231,127,1.79,4.34
1,88,18,0.25,4.94
2,348,179,2.41,4.87
2,241,117,1.6,4.97
1,50,43,0.58,4.95
1,34,14,0.22,4.43
2,85,5,0.07,5
1,51,74,1.14,4.35
4,229,129,1.78,4.61
1,29,1,0.01,5
1,60,98,1.32,4.52
1,123,318,4.37,4.58
1,91,170,2.3,4.92
9,1413,37,0.55,4.78
1,55,9,0.12,4.22
5,458,67,0.97,4.72
1,200,160,2.16,4.72
1,175,189,2.55,4.58
2,65,61,0.84,4.62
3,250,2,0.05,4
1,21,9,0.14,4.22
3,139,188,2.58,4.76
2,295,152,2.11,4.72
3,110,38,0.53,4.82
1,47,88,1.22,4.5
3,140,6,0.55,4.5
1,100,11,0.16,4.45
2,40,11,0.17,5
1,59,204,2.75,4.36
3,180,2,0.75,5
1,35,16,0.22,4.69
1,69,211,2.89,4.74
1,61,206,2.78,4.33
3,140,199,2.72,4.31
1,28,139,1.95,4.58
1,56,30,0.42,4.9
1,78,263,3.64,4.59
2,454,9,0.13,4.88
4,70,1,0.02,5
1,33,59,0.81,4.98
1,50,94,2.18,4.78
1,50,74,1.1,4.04
1,29,4,0.06,4.75
1,115,233,3.16,4.68
3,180,2,0.07,5
1,41,135,1.95,4.77
3,231,222,3.23,4.81
1,40,59,0.81,4.43
3,426,143,2.02,4.6
1,71,237,3.2,4.73
3,405,40,0.55,4.68
1,42,249,3.37,4.56
2,77,9,0.12,4.38
1,50,84,1.15,4.72
1,50,17,0.24,4.71
2,99,7,0.15,4.43
1,62,235,3.19,4.68
1,22,24,0.33,4.77
2,99,10,0.2,4.7
2,170,1,0.02,4
4,221,62,0.84,4.32
1,99,14,0.21,4.86
2,146,17,0.23,5
2,136,80,1.15,4.63
2,154,111,1.51,4.89
3,234,98,1.76,4.82
2,99,9,0.28,4.33
2,95,9,0.26,5
1,48,10,0.14,4.67
1,78,146,2.01,4.62
1,157,8,0.11,4.63
3,67,3,0.04,5
1,64,33,0.46,4.42
1,50,89,1.24,4.8
1,85,97,1.5,4.78
3,120,6,0.12,4.67
1,56,11,0.15,4
2,150,200,2.75,4.67
2,453,4,0.06,5
2,93,3,0.06,3.67
1,46,273,4.2,4.7
1,136,178,2.43,4.49
1,234,28,0.39,4.79
1,135,8,0.11,4.88
3,314,88,1.24,4.22
1,160,2,0.06,3.5
1,57,24,0.35,4.63
3,479,192,2.65,4.78
3,247,62,0.86,4.05
2,169,75,1.03,4.33
3,220,74,1.02,4
2,343,29,0.4,4.76
1,50,13,0.18,4
1,70,11,0.15,4.5
4,355,43,0.65,4.77
3,255,58,0.87,3.91
3,266,91,1.36,4.22
3,250,145,2.17,4.88
1,37,16,0.22,4.67
1,23,10,0.14,4.7
1,100,83,1.14,4.84
2,99,9,0.21,4.89
1,110,7,0.11,5
3,330,52,0.75,4.44
1,45,3,0.06,4.67
1,55,150,2.26,4.94
2,99,9,0.21,4.78
4,604,16,0.33,4.81
2,99,11,0.16,4.73
1,20,21,0.29,4.7
2,130,255,3.53,4.65
3,200,7,0.1,4.83
1,39,186,2.59,4.95
2,126,142,1.99,4.77
2,317,31,0.47,4.06
4,408,141,2.03,4.76
2,150,99,1.38,4.31
1,43,60,0.83,4.8
1,50,201,2.82,4.88
1,60,256,5.15,4.93
2,153,48,0.68,4.35
1,80,11,0.16,4.73
2,48,8,0.12,4.13
1,209,6,0.09,4.8
2,250,4,0.06,4.25
4,170,76,1.07,4.41
2,183,88,1.32,4.81
2,80,14,0.2,4.64
4,264,125,1.77,4.31
3,343,11,0.15,4.55
3,396,10,0.15,4.5
2,149,181,2.58,4.63
3,67,17,0.24,4.24
3,403,76,1.17,4.13
1,222,133,1.88,4.39
3,149,131,1.88,4.31
2,175,27,0.75,4.48
2,192,408,5.77,4.97
3,238,24,0.38,4.58
4,147,110,1.54,4.22
2,420,53,0.76,4.75
2,191,161,2.28,4.27
2,420,34,0.51,4.94
2,81,17,0.33,4.59
4,920,9,0.2,4.67
1,58,137,1.95,4.8
4,266,153,2.18,4.56
1,65,16,0.24,4.81
1,170,26,0.4,4.08
1,150,160,2.37,4.25
2,210,69,1.02,4.16
1,91,307,4.36,4.73
1,84,233,3.32,4.66
2,45,9,0.14,4.22
1,86,133,1.89,4.85
2,133,186,2.65,4.54
3,157,147,2.09,4.65
2,328,54,1.02,4.13
2,40,2,0.03,4.5
1,45,2,0.03,4
2,173,1,0.36,5
4,240,56,0.82,4.42
2,100,115,1.63,4.77
2,154,184,2.63,4.57
3,357,152,2.17,4.81
2,40,3,0.06,4.67
2,270,102,1.46,4.16
1,57,152,2.19,4.83
1,65,108,1.52,4.96
1,46,59,0.9,4.85
2,139,159,2.26,4.84
3,180,186,2.69,4.78
2,129,191,2.72,4.61
2,156,115,1.64,4.58
1,85,23,0.32,4.48
4,357,99,1.45,4.51
1,84,153,2.16,4.44
2,236,38,0.58,4.63
1,32,128,1.9,4.58
1,45,6,0.09,5
2,354,8,0.12,4.5
1,203,46,0.66,4.89
1,13,12,0.18,4.91
2,340,136,1.96,4.89
1,58,191,2.69,4.79
1,500,3,0.05,5
3,400,205,2.96,4.83
2,64,4,0.08,4.5
2,195,137,1.98,4.99
1,40,123,1.76,4.39
2,218,169,2.47,4.92
1,36,87,1.26,4.67
1,59,10,0.2,5
4,284,38,0.54,4.59
2,205,34,0.52,4.85
2,195,123,1.73,4.51
4,260,161,2.3,4.53
1,54,3,0.1,4
1,49,4,0.06,3.75
1,100,2,0.03,4
1,101,113,1.61,4.22
3,218,2,0.03,5
1,70,13,8.13,4.62
1,43,3,0.24,4.33
1,47,20,0.3,4.7
1,143,143,2.21,4.87
1,125,1,0.02,5
1,50,82,1.24,4.48
3,388,24,0.37,4.78
2,110,12,0.23,5
2,165,61,0.94,4.74
2,145,81,1.17,4.64
3,148,71,1.07,4.45
1,130,103,1.64,4.67
2,165,13,0.2,4.46
2,195,2,0.03,5
2,180,2,0.03,5
3,88,8,0.14,4.88
2,170,142,2.2,4.9
2,64,5,0.07,3.33
1,38,189,2.79,4.12
1,25,17,0.41,4.82
2,80,5,0.1,4.8
1,34,186,2.75,4.5
3,175,6,0.09,5
1,75,22,0.33,4
2,99,12,0.19,4.5
3,222,130,1.87,4.77
2,119,125,1.84,4.69
2,194,141,2.13,4.53
2,186,31,1.72,4.68
2,185,189,2.79,4.83
2,170,165,2.42,4.75
2,216,50,0.74,4.58
2,94,63,0.93,4.15
2,169,268,3.86,4.64
1,55,7,0.1,4.71
2,95,68,1,4.52
1,45,6,0.13,4
2,133,110,1.58,4.29
1,123,204,2.98,4.65
1,187,283,4.14,4.63
1,44,142,2.11,4.44
1,132,440,6.41,4.67
1,20,13,0.2,4.27
3,110,37,0.6,4.89
3,75,40,0.59,4.95
2,270,32,0.47,4.81
2,250,2,0.04,5
2,111,2,0.04,4.5
3,148,90,1.33,4.88
3,116,3,0.05,4.33
1,500,1,0.02,5
3,324,35,0.54,4.8
3,79,9,0.13,4.67
1,30,25,0.36,4.57
2,116,61,0.9,4.67
6,366,82,1.3,4.7
2,106,86,1.28,4.83
5,499,113,1.69,4.58
3,275,46,0.88,4.76
1,50,7,0.1,4.86
6,366,109,1.72,4.63
6,297,19,1.38,4.32
1,78,92,1.35,4.74
1,80,10,0.16,4.4
1,105,101,1.46,4.88
2,50,215,3.12,4.8
1,55,72,1.07,4.58
3,228,78,1.17,4.83
3,230,94,1.4,4.94
3,81,17,0.27,4.82
2,66,16,0.26,4.63
1,42,13,0.2,4.92
1,45,1,0.02,5
1,19,46,0.68,4.64
1,50,5,0.09,4
2,363,220,3.24,4.89
1,3000,257,3.72,4.18
2,134,168,2.56,4.99
1,55,12,0.18,4.92
3,25,73,1.08,4.95
3,180,36,0.57,4.94
2,55,8,0.13,4.57
3,169,26,0.38,5
3,211,164,2.43,4.68
1,94,101,1.49,4.45
2,136,16,0.24,4.69
1,140,14,0.21,4.75
1,15,74,1.09,4.36
1,50,5,0.09,3.2
2,120,56,0.81,4.44
3,255,40,0.58,4.6
2,88,4,0.06,4.75
1,191,109,1.63,4.58
1,227,122,1.85,4.65
3,293,186,2.71,4.91
1,205,164,2.48,4.91
1,176,108,1.63,4.72
2,283,106,1.58,4.98
1,122,4,0.07,4.25
1,176,99,1.48,4.6
1,181,108,1.63,4.64
1,124,9,0.16,4.22
1,185,89,1.35,4.53
5,286,192,2.83,4.81
1,90,29,0.43,4.9
4,354,94,1.38,4.62
3,116,3,0.05,4.33
1,45,153,2.27,4.9
1,21,155,2.3,4.85
4,286,151,2.23,4.9
2,32,1,0.02,5
1,55,307,4.48,4.79
2,115,237,3.44,4.91
2,168,206,3.06,4.78
1,30,180,2.68,4.55
1,44,140,2.07,4.49
3,225,92,1.38,4.14
2,52,5,0.08,4.8
1,76,152,2.27,4.7
1,30,122,1.81,4.92
2,223,19,0.42,3.74
1,166,139,2.11,4.59
3,392,158,2.36,4.66
1,176,154,2.32,4.71
1,164,157,2.37,4.72
1,169,109,1.65,4.37
3,220,28,0.44,4.86
1,159,124,1.88,4.73
3,150,164,2.44,4.49
1,167,114,1.72,4.65
1,159,128,1.93,4.52
1,91,110,1.64,4.33
1,171,117,1.75,4.69
1,175,109,1.65,4.6
1,177,151,2.29,4.71
1,170,151,2.27,4.68
2,171,185,2.75,4.7
3,108,28,0.44,4.32
2,195,55,0.82,4.69
1,35,258,3.87,4.48
2,65,9,0.16,4.56
4,458,80,1.19,4.48
1,57,2,0.14,5
1,134,114,1.78,4.66
2,191,202,3,4.67
1,27,1,0.02,4
1,80,84,1.25,4.87
2,229,122,1.81,4.92
5,581,90,1.35,4.39
1,20,5,0.1,4.8
1,28,28,0.42,5
4,130,1,0.3,5
1,68,34,0.53,4.79
3,452,69,1.04,4.19
3,214,89,1.36,4.71
2,144,105,1.59,4.83
1,32,27,0.41,4.93
1,55,9,0.15,4.11
3,68,5,0.08,5
3,314,147,2.26,4.87
5,508,64,0.96,4.33
4,1100,18,0.28,4.33
3,236,144,2.35,4.72
3,175,167,2.53,4.53
1,52,3,0.27,4
1,135,73,1.11,4.03
2,55,291,4.38,4.95
1,49,21,0.32,4.57
1,56,20,0.3,4.63
2,223,133,1.99,4.45
1,311,8,0.71,4.88
1,165,24,0.38,4.92
2,204,177,2.69,4.83
3,115,70,1.05,4.8
2,205,13,0.2,4.46
2,143,169,2.56,4.79
2,201,135,2.06,4.63
3,285,2,0.03,5
2,215,108,1.7,4.62
3,200,130,2.05,4.5
1,17,10,0.19,4.7
1,65,43,0.65,4.74
6,516,119,1.81,4.12
1,65,6,0.1,4.5
6,570,54,0.81,4.17
1,57,4,0.06,5
1,57,6,0.1,4.33
2,50,15,0.23,4.8
2,135,8,0.12,4.63
1,122,115,1.73,4.6
4,650,24,0.37,4.42
3,219,202,3.17,4.88
1,107,4,1.11,4.75
1,55,6,0.1,4.6
1,30,41,0.62,4.61
2,102,170,2.54,4.72
1,35,169,2.53,4.92
1,84,8,3.38,4.5
1,45,67,1.03,4.86
1,70,1,0.03,4
2,87,5,0.08,4.5
1,50,6,0.13,4.5
4,393,68,1.02,4.31
2,239,11,0.21,3.91
4,254,5,0.08,3.6
1,118,217,3.27,4.7
2,174,143,2.17,4.82
1,38,7,0.13,4.14
2,191,67,1.07,4.25
1,29,1,0.3,3
3,399,82,1.23,4.68
4,255,128,1.99,4.64
3,675,14,0.22,4.25
4,140,6,0.1,5
3,174,48,0.76,4.29
1,129,12,0.19,4.75
2,340,136,2.06,4.48
1,42,17,0.27,4.82
1,31,108,1.63,4.91
3,330,3,0.06,4.67
3,282,101,1.65,4.75
2,170,83,1.3,4.27
1,45,76,1.15,4.95
2,225,112,1.75,4.65
3,337,61,1.01,4.11
1,32,95,1.47,4.6
3,380,75,1.17,4.33
3,417,72,1.12,4.31
4,75,1,0.08,5
1,43,5,0.08,4.8
1,239,60,0.91,4.72
3,243,34,0.52,4.44
1,172,82,1.24,4.46
1,120,101,1.58,4.45
1,127,90,1.37,4.86
3,333,113,1.75,4.4
2,409,57,0.9,4.54
2,45,10,0.17,5
4,75,1,0.02,5
3,348,87,1.35,4.45
2,454,53,0.83,4.6
2,279,44,0.69,4.3
3,329,57,0.91,4.23
3,405,93,1.46,4.41
3,133,17,0.26,4.25
1,65,246,3.74,4.83
3,675,3,0.05,4.67
3,344,63,0.99,4.33
1,61,201,3.05,4.71
3,346,78,1.2,4.35
3,380,84,1.34,4.13
1,173,82,1.29,4.44
4,486,56,0.92,4.23
3,314,1,0.02,4
1,83,64,1.93,4.95
1,27,36,0.57,4.97
1,60,145,2.19,4.63
1,67,3,0.06,5
1,18,9,0.15,5
